Name,Sweep (T1),,,
Date,2023-10-15,,,
Time,15:51:07,,,
Instrument,FPC1500 - 103124/003,,,
Firmware Version,V1.80,,,
Country of Origin,Czech Republic,,,
Instrument Mode,Spectrum Analyzer,,,
Meas Mode,Spectrum,,,
Uplink,- - -,,,
Downlink,- - -,,,
Channel,- - -,,,
Center Frequency,1550000000,Hz,,
Frequency Offset,0,Hz,,
Span,2900000000,Hz,,
Ref Level,-20,dBm,,
Ref Offset,0,dB,,
Ref Position,1.00,,,
Range,30,dB,,
RF Attenuation,Auto Low Distortion,,,
RF Attenuator,0,dB,,
Pre-Amplifier,Off,,,
RF Input,50 Ω,,,
RBW,3000000,Hz,,
VBW,3000000,Hz,,
SWT,0.037,s,,
Trigger Mode,Free Run,,,
Trigger Level,- - -,,,
Trigger Delay,- - -,,,
Trace Mode,Clear / Write,,,
Trace Math,Off,,,
Trace Detector,Sample,,,
Primary Transducer,- - -,,,
Secondary Transducer,- - -,,,
Isotropic Antenna,Off,,,
Generator Mode,TG,,,
TG Frequency Offset,0,Hz,,
TG Level,-20,dBm,,
Normalization S21,On,,,
Limit Line 1,- - -,,,
Result Limit Line 1,- - -,,,
Limit Line 2,- - -,,,
Result Limit Line 2,- - -,,,

Frequency [Hz],Magnitude [dB],,,
100000000,-20.0037021636963,,,
102453468.697124,-19.9785385131836,,,
104906937.394247,-19.9533748626709,,,
107360406.091371,-19.9282112121582,,,
109813874.788494,-19.9030475616455,,,
112267343.485618,-19.8778858184814,,,
114720812.182741,-19.8543224334717,,,
117174280.879865,-19.8469524383545,,,
119627749.576988,-19.8395824432373,,,
122081218.274112,-19.8322124481201,,,
124534686.971235,-19.8248424530029,,,
126988155.668359,-19.8174724578857,,,
129441624.365482,-19.8205604553223,,,
131895093.062606,-19.8712882995605,,,
134348561.759729,-19.9220161437988,,,
136802030.456853,-19.9727439880371,,,
139255499.153976,-20.0234699249268,,,
141708967.8511,-20.074197769165,,,
144162436.548223,-20.0996723175049,,,
146615905.245347,-20.0568675994873,,,
149069373.94247,-20.0140628814697,,,
151522842.639594,-19.9712581634521,,,
153976311.336717,-19.9284534454346,,,
156429780.033841,-19.885648727417,,,
158883248.730964,-19.8630657196045,,,
161336717.428088,-19.8764305114746,,,
163790186.125212,-19.8897953033447,,,
166243654.822335,-19.9031600952148,,,
168697123.519459,-19.916524887085,,,
171150592.216582,-19.9298896789551,,,
173604060.913706,-19.9404296875,,,
176057529.610829,-19.9475154876709,,,
178510998.307953,-19.9545993804932,,,
180964467.005076,-19.9616851806641,,,
183417935.7022,-19.968770980835,,,
185871404.399323,-19.9758567810059,,,
188324873.096447,-19.965425491333,,,
190778341.79357,-19.9400691986084,,,
193231810.490694,-19.9147148132324,,,
195685279.187817,-19.8893585205078,,,
198138747.884941,-19.8640041351318,,,
200592216.582064,-19.8386497497559,,,
203045685.279188,-19.8486137390137,,,
205499153.976311,-19.8793239593506,,,
207952622.673435,-19.9100322723389,,,
210406091.370558,-19.9407405853271,,,
212859560.067682,-19.9714508056641,,,
215313028.764805,-20.0021591186523,,,
217766497.461929,-20.0173625946045,,,
220219966.159052,-20.0265350341797,,,
222673434.856176,-20.0357093811035,,,
225126903.553299,-20.0448818206787,,,
227580372.250423,-20.0540561676025,,,
230033840.947547,-20.0632286071777,,,
232487309.64467,-20.0595226287842,,,
234940778.341794,-20.0527954101563,,,
237394247.038917,-20.0460681915283,,,
239847715.736041,-20.0393409729004,,,
242301184.433164,-20.0326156616211,,,
244754653.130288,-20.0258884429932,,,
247208121.827411,-20.020486831665,,,
249661590.524535,-20.0152339935303,,,
252115059.221658,-20.0099811553955,,,
254568527.918782,-20.0047283172607,,,
257021996.615905,-19.9994773864746,,,
259475465.313029,-19.9942245483398,,,
261928934.010152,-20.0058269500732,,,
264382402.707276,-20.0176010131836,,,
266835871.404399,-20.0293750762939,,,
269289340.101523,-20.0411472320557,,,
271742808.798646,-20.052921295166,,,
274196277.49577,-20.0608825683594,,,
276649746.192893,-20.0249919891357,,,
279103214.890017,-19.9891014099121,,,
