Name,Sweep,,,
631580000,-15.3642597198486,-173.414581298828,,
646570000,-15.5623617172241,-176.289627075195,,
661560000,-15.349892616272,-178.463897705078,,
676550000,-15.3665904998779,-178.732666015625,,
691540000,-15.322003364563,-182.019561767578,,
706530000,-14.9595727920532,-184.898178100586,,
721520000,-14.7051725387573,-186.554534912109,,
736510000,-14.5753898620605,-189.122802734375,,
751500000,-14.5032958984375,-190.561340332031,,
766490000,-14.6778392791748,-192.127365112305,,
781480000,-14.4702739715576,-194.719116210938,,
796470000,-14.2980937957764,-197.697036743164,,
811460000,-14.2757797241211,-199.650619506836,,
826450000,-13.9719142913818,-202.209838867188,,
841440000,-13.9062833786011,-203.927383422852,,
856430000,-13.8440790176392,-205.501174926758,,
871420000,-13.8228998184204,-207.157424926758,,
886410000,-13.8024225234985,-210.037322998047,,
901400000,-13.8076190948486,-212.021438598633,,
916390000,-13.4933938980103,-214.208343505859,,
931380000,-13.5184946060181,-216.466842651367,,
946370000,-13.338134765625,-218.462905883789,,
961360000,-13.3212232589722,-220.680160522461,,
976350000,-13.2061901092529,-223.087860107422,,
991340000,-13.2893381118774,-225.402923583984,,
1006330000,-13.2216625213623,-227.181060791016,,
1021320000,-13.0610036849976,-230.028121948242,,
1036310000,-13.0181827545166,-231.659683227539,,
1051300000,-12.9983320236206,-232.866760253906,,
1066290000,-12.815013885498,-235.287673950195,,
1081280000,-13.0484924316406,-237.50927734375,,
1096270000,-12.924656867981,-238.917846679688,,
1111260000,-12.6944398880005,-242.28630065918,,
1126250000,-12.8248710632324,-244.282531738281,,
1141240000,-12.6793079376221,-245.507949829102,,
1156230000,-12.6642017364502,-248.643081665039,,
1171220000,-12.7184791564941,-250.098159790039,,
1186210000,-12.6947269439697,-252.112182617188,,
1201200000,-12.6630611419678,-254.817352294922,,
1216190000,-12.6696128845215,-257.633728027344,,
1231180000,-12.6323642730713,-259.690765380859,,
1246170000,-12.5667848587036,-261.769775390625,,
1261160000,-12.5476551055908,-263.372161865234,,
1276150000,-12.719051361084,-265.039703369141,,
1291140000,-12.732533454895,-267.901916503906,,
1306130000,-12.7918634414673,-270.774047851563,,
1321120000,-12.7684841156006,-273.488677978516,,
1336110000,-12.9293527603149,-275.371429443359,,
1351100000,-12.6142225265503,-276.652770996094,,
1366090000,-12.6215877532959,-279.358581542969,,
1381080000,-12.8941917419434,-281.325836181641,,
1396070000,-12.9179096221924,-283.705932617188,,
1411060000,-12.9623022079468,-287.137573242188,,
1426050000,-13.0529584884644,-289.197448730469,,
1441040000,-12.9743919372559,-290.831756591797,,
1456030000,-12.7849292755127,-293.236572265625,,
1471020000,-13.0529584884644,-294.598907470703,,
1486010000,-13.1493892669678,-296.184051513672,,
1501000000,-13.2969913482666,-299.105041503906,,
1515990000,-13.1907453536987,-301.089141845703,,
1530980000,-13.2365550994873,-304.911499023438,,
1545970000,-13.3104801177979,-306.4072265625,,
1560960000,-13.4374904632568,-308.179443359375,,
1575950000,-13.4937057495117,-309.604583740234,,
1590940000,-13.6828031539917,-311.938934326172,,
1605930000,-13.6422300338745,-314.988952636719,,
1620920000,-13.7599964141846,-316.540588378906,,
1635910000,-13.9729080200195,-319.726379394531,,
1650900000,-13.7671070098877,-321.375,,
1665890000,-13.9200925827026,-323.402435302734,,
1680880000,-13.8833141326904,-325.837738037109,,
1695870000,-14.0347099304199,-328.871276855469,,
1710860000,-14.2768087387085,-330.716949462891,,
1725850000,-14.4667701721191,-333.349884033203,,
1740840000,-14.5831985473633,-335.628936767578,,
1755830000,-14.5159740447998,-336.661804199219,,
1770820000,-14.393482208252,-340.112976074219,,
1785810000,-14.6922159194946,-341.138793945313,,
1800800000,-14.8413162231445,-343.789855957031,,
1815790000,-15.1402225494385,-346.603393554688,,
1830780000,-15.287652015686,-349.138885498047,,
1845770000,-15.190357208252,-352.083129882813,,
1860760000,-15.376314163208,-354.771606445313,,
1875750000,-15.3759241104126,-355.975738525391,,
1890740000,-15.3876066207886,-358.895538330078,,
1905730000,-15.9145021438599,-361.528900146484,,
1920720000,-16.1516361236572,-362.236083984375,,
1935710000,-16.2448902130127,-366.155883789063,,
1950700000,-16.0969200134277,-368.890472412109,,
1965690000,-16.1303882598877,-372.000305175781,,
1980680000,-16.5414905548096,-373.881500244141,,
1995670000,-16.5414905548096,-375.646636962891,,
2010660000,-16.8864669799805,-377.747436523438,,
2025650000,-16.9506034851074,-382.00341796875,,
2040640000,-17.1659679412842,-386.475067138672,,
2055630000,-17.1125755310059,-387.385131835938,,
2070620000,-17.4187488555908,-389.176818847656,,
2085610000,-17.4874515533447,-391.702239990234,,
2100600000,-17.657829284668,-391.675476074219,,
2115590000,-17.7981185913086,-395.887908935547,,
2130580000,-17.8012046813965,-398.7431640625,,
2145570000,-18.0263500213623,-400.533813476563,,
2160560000,-17.9973621368408,-403.946472167969,,
2175550000,-18.2182674407959,-408.470458984375,,
2190540000,-18.1921272277832,-406.184844970703,,
2205530000,-18.3375644683838,-410.118347167969,,
2220520000,-18.6594924926758,-412.207702636719,,
2235510000,-18.7882213592529,-414.407043457031,,
2250500000,-18.8217163085938,-418.154388427734,,
2265490000,-18.634822845459,-423.174072265625,,
2280480000,-19.0893573760986,-424.361206054688,,
2295470000,-18.7580127716064,-424.134063720703,,
2310460000,-18.9010581970215,-425.874938964844,,
2325450000,-18.934700012207,-429.158172607422,,
2340440000,-19.0792179107666,-433.458312988281,,
2355430000,-18.924446105957,-437.009643554688,,
2370420000,-18.9168376922607,-439.212097167969,,
2385410000,-18.8332958221436,-439.08935546875,,
2400400000,-19.0488739013672,-440.410400390625,,
2415390000,-19.0071029663086,-442.598236083984,,
2430380000,-19.2522888183594,-448.905151367188,,
2445370000,-19.0851802825928,-450.455200195313,,
2460360000,-19.1081733703613,-451.589874267578,,
2475350000,-18.8969707489014,-456.476928710938,,
2490340000,-19.1234378814697,-454.925079345703,,
2505330000,-18.789083480835,-456.418212890625,,
2520320000,-19.1057815551758,-457.753021240234,,
2535310000,-19.4143085479736,-460.472442626953,,
2550300000,-19.3117733001709,-464.876342773438,,
2565290000,-18.9528884887695,-464.795043945313,,
2580280000,-18.8841419219971,-467.72705078125,,
2595270000,-18.7674942016602,-470.149017333984,,
2610260000,-18.6964855194092,-470.493957519531,,
2625250000,-18.6634674072266,-472.5537109375,,
2640240000,-19.0470924377441,-475.481109619141,,
2655230000,-18.7130393981934,-477.3984375,,
2670220000,-18.8611507415771,-477.462127685547,,
2685210000,-18.311336517334,-479.587280273438,,
2700200000,-18.3663425445557,-482.253143310547,,
2715190000,-18.8254776000977,-480.999389648438,,
2730180000,-18.1977806091309,-481.046875,,
2745170000,-18.2488193511963,-483.911010742188,,
2760160000,-18.1013851165771,-486.874359130859,,
2775150000,-18.2534236907959,-490.349456787109,,
2790140000,-17.8792400360107,-491.497222900391,,
2805130000,-17.7152004241943,-491.089477539063,,
2820120000,-17.7868118286133,-490.838500976563,,
2835110000,-17.6270141601563,-491.116790771484,,
2850100000,-17.6058597564697,-493.133697509766,,
2865090000,-17.6164302825928,-496.002075195313,,
2880080000,-17.3359451293945,-497.682556152344,,
2895070000,-17.4379692077637,-498.706176757813,,
2910060000,-17.004415512085,-499.527465820313,,
2925050000,-16.8333778381348,-499.348388671875,,
2940040000,-16.9268455505371,-500.467224121094,,
2955030000,-16.9678821563721,-503.021728515625,,
2970020000,-16.7998466491699,-504.027740478516,,
2985010000,-16.5535144805908,-504.755798339844,,
3000000000,-16.3561305999756,-503.878387451172,,
