Name,Sweep (T1),,,Name,Sweep (T1),,,Name,Sweep (T1),,,
1235956006.76819,-20.476634979248,,,1235956006.76819,-20.73215675354,,,1235956006.76819,-20.5567226409912,,,
1238409475.46531,-20.3761291503906,,,1238409475.46531,-20.6321144104004,,,1238409475.46531,-20.4439239501953,,,
1240862944.16244,-20.2756252288818,,,1240862944.16244,-20.5320739746094,,,1240862944.16244,-20.331127166748,,,
1243316412.85956,-20.1751194000244,,,1243316412.85956,-20.4320316314697,,,1243316412.85956,-20.2183284759521,,,
1245769881.55668,-20.0768146514893,,,1245769881.55668,-20.3358383178711,,,1245769881.55668,-20.110595703125,,,
1248223350.25381,-19.996301651001,,,1248223350.25381,-20.2707901000977,,,1248223350.25381,-20.0438423156738,,,
1250676818.95093,-19.9157886505127,,,1250676818.95093,-20.2057399749756,,,1250676818.95093,-19.9770889282227,,,
1253130287.64805,-19.835277557373,,,1253130287.64805,-20.1406898498535,,,1253130287.64805,-19.9103355407715,,,
1255583756.34518,-19.7547645568848,,,1255583756.34518,-20.0756416320801,,,1255583756.34518,-19.8435821533203,,,
1258037225.0423,-19.6742515563965,,,1258037225.0423,-20.010591506958,,,1258037225.0423,-19.7768287658691,,,
1260490693.73942,-19.6268520355225,,,1260490693.73942,-19.9789447784424,,,1260490693.73942,-19.741756439209,,,
1262944162.43655,-19.7118968963623,,,1262944162.43655,-20.0809116363525,,,1262944162.43655,-19.8334102630615,,,
1265397631.13367,-19.7969417572021,,,1265397631.13367,-20.1828784942627,,,1265397631.13367,-19.9250640869141,,,
1267851099.8308,-19.881986618042,,,1267851099.8308,-20.2848453521729,,,1267851099.8308,-20.0167198181152,,,
1270304568.52792,-19.9670314788818,,,1270304568.52792,-20.386812210083,,,1270304568.52792,-20.1083736419678,,,
1272758037.22504,-20.0520763397217,,,1272758037.22504,-20.4887790679932,,,1272758037.22504,-20.2000274658203,,,
1275211505.92217,-20.1246509552002,,,1275211505.92217,-20.5745944976807,,,1275211505.92217,-20.276309967041,,,
1277664974.61929,-20.1666946411133,,,1277664974.61929,-20.6208667755127,,,1277664974.61929,-20.3149604797363,,,
1280118443.31641,-20.208740234375,,,1280118443.31641,-20.6671371459961,,,1280118443.31641,-20.353609085083,,,
1282571912.01354,-20.2507839202881,,,1282571912.01354,-20.7134075164795,,,1282571912.01354,-20.3922595977783,,,
1285025380.71066,-20.2928295135498,,,1285025380.71066,-20.7596797943115,,,1285025380.71066,-20.430908203125,,,
1287478849.40778,-20.3348731994629,,,1287478849.40778,-20.8059501647949,,,1287478849.40778,-20.4695587158203,,,
1289932318.10491,-20.358470916748,,,1289932318.10491,-20.8386650085449,,,1289932318.10491,-20.5056648254395,,,
1292385786.80203,-20.3519706726074,,,1292385786.80203,-20.8492565155029,,,1292385786.80203,-20.5376243591309,,,
1294839255.49915,-20.3454704284668,,,1294839255.49915,-20.8598499298096,,,1294839255.49915,-20.5695819854736,,,
1297292724.19628,-20.3389701843262,,,1297292724.19628,-20.8704433441162,,,1297292724.19628,-20.601541519165,,,
1299746192.8934,-20.3324680328369,,,1299746192.8934,-20.8810367584229,,,1299746192.8934,-20.6335010528564,,,
1302199661.59052,-20.3259677886963,,,1302199661.59052,-20.8916301727295,,,1302199661.59052,-20.6654586791992,,,
1304653130.28765,-20.325101852417,,,1304653130.28765,-20.8924942016602,,,1304653130.28765,-20.6699085235596,,,
1307106598.98477,-20.3305892944336,,,1307106598.98477,-20.8823871612549,,,1307106598.98477,-20.6433353424072,,,
1309560067.6819,-20.3360767364502,,,1309560067.6819,-20.8722820281982,,,1309560067.6819,-20.6167621612549,,,
1312013536.37902,-20.3415641784668,,,1312013536.37902,-20.862174987793,,,1312013536.37902,-20.5901908874512,,,
1314467005.07614,-20.3470516204834,,,1314467005.07614,-20.8520679473877,,,1314467005.07614,-20.5636177062988,,,
1316920473.77327,-20.3525390625,,,1316920473.77327,-20.8419609069824,,,1316920473.77327,-20.5370445251465,,,
1319373942.47039,-20.3137989044189,,,1319373942.47039,-20.7768669128418,,,1319373942.47039,-20.4829978942871,,,
1321827411.16751,-20.2403087615967,,,1321827411.16751,-20.668571472168,,,1321827411.16751,-20.4073638916016,,,
1324280879.86464,-20.1668167114258,,,1324280879.86464,-20.5602741241455,,,1324280879.86464,-20.3317279815674,,,
1326734348.56176,-20.0933265686035,,,1326734348.56176,-20.4519786834717,,,1326734348.56176,-20.2560939788818,,,
1329187817.25888,-20.0198364257813,,,1329187817.25888,-20.3436832427979,,,1329187817.25888,-20.1804599761963,,,
1331641285.95601,-19.946346282959,,,1331641285.95601,-20.2353858947754,,,1331641285.95601,-20.1048259735107,,,
1334094754.65313,-19.9277095794678,,,1334094754.65313,-20.2153968811035,,,1334094754.65313,-20.0822143554688,,,
1336548223.35025,-19.9386100769043,,,1336548223.35025,-20.242956161499,,,1336548223.35025,-20.0881519317627,,,
1339001692.04738,-19.9495124816895,,,1339001692.04738,-20.2705154418945,,,1339001692.04738,-20.0940895080566,,,
1341455160.7445,-19.960412979126,,,1341455160.7445,-20.29807472229,,,1341455160.7445,-20.1000289916992,,,
1343908629.44162,-19.9713153839111,,,1343908629.44162,-20.3256340026855,,,1343908629.44162,-20.1059665679932,,,
1346362098.13875,-19.9822158813477,,,1346362098.13875,-20.3531932830811,,,1346362098.13875,-20.1119060516357,,,
1348815566.83587,-20.0278472900391,,,1348815566.83587,-20.4060554504395,,,1348815566.83587,-20.1593685150146,,,
1351269035.53299,-20.0856800079346,,,1351269035.53299,-20.4678058624268,,,1351269035.53299,-20.2214221954346,,,
1353722504.23012,-20.1435127258301,,,1353722504.23012,-20.5295562744141,,,1353722504.23012,-20.2834739685059,,,
1356175972.92724,-20.2013454437256,,,1356175972.92724,-20.59130859375,,,1356175972.92724,-20.3455276489258,,,
1358629441.62437,-20.2591781616211,,,1358629441.62437,-20.6530590057373,,,1358629441.62437,-20.4075813293457,,,
1361082910.32149,-20.3170108795166,,,1361082910.32149,-20.7148094177246,,,1361082910.32149,-20.469633102417,,,
1363536379.01861,-20.3167209625244,,,1363536379.01861,-20.7294845581055,,,1363536379.01861,-20.4897975921631,,,
1365989847.71574,-20.3045234680176,,,1365989847.71574,-20.7345180511475,,,1365989847.71574,-20.5013828277588,,,
1368443316.41286,-20.2923278808594,,,1368443316.41286,-20.7395515441895,,,1368443316.41286,-20.5129680633545,,,
1370896785.10998,-20.2801303863525,,,1370896785.10998,-20.7445831298828,,,1370896785.10998,-20.5245532989502,,,
1373350253.80711,-20.2679347991943,,,1373350253.80711,-20.7496166229248,,,1373350253.80711,-20.5361385345459,,,
1375803722.50423,-20.2557392120361,,,1375803722.50423,-20.7546501159668,,,1375803722.50423,-20.5477237701416,,,
1378257191.20135,-20.2641181945801,,,1378257191.20135,-20.7519149780273,,,1378257191.20135,-20.5572376251221,,,
1380710659.89848,-20.2742862701416,,,1380710659.89848,-20.7485046386719,,,1380710659.89848,-20.5665721893311,,,
1383164128.5956,-20.2844562530518,,,1383164128.5956,-20.7450942993164,,,1383164128.5956,-20.5759048461914,,,
1385617597.29272,-20.2946243286133,,,1385617597.29272,-20.7416839599609,,,1385617597.29272,-20.5852394104004,,,
1388071065.98985,-20.3047943115234,,,1388071065.98985,-20.7382736206055,,,1388071065.98985,-20.5945720672607,,,
1390524534.68697,-20.3149013519287,,,1390524534.68697,-20.7348880767822,,,1390524534.68697,-20.6038436889648,,,
1392978003.38409,-20.3189640045166,,,1392978003.38409,-20.7339611053467,,,1392978003.38409,-20.6068840026855,,,
1395431472.08122,-20.3230247497559,,,1395431472.08122,-20.7330341339111,,,1395431472.08122,-20.6099243164063,,,
1397884940.77834,-20.3270854949951,,,1397884940.77834,-20.7321071624756,,,1397884940.77834,-20.612964630127,,,
1400338409.47547,-20.3311462402344,,,1400338409.47547,-20.73118019104,,,1400338409.47547,-20.6160049438477,,,
1402791878.17259,-20.3352088928223,,,1402791878.17259,-20.7302532196045,,,1402791878.17259,-20.6190433502197,,,
1405245346.86971,-20.3393115997314,,,1405245346.86971,-20.725887298584,,,1405245346.86971,-20.620512008667,,,
1407698815.56684,-20.3437881469727,,,1407698815.56684,-20.6905727386475,,,1407698815.56684,-20.6078243255615,,,
1410152284.26396,-20.3482666015625,,,1410152284.26396,-20.6552581787109,,,1410152284.26396,-20.5951366424561,,,
1412605752.96108,-20.3527431488037,,,1412605752.96108,-20.6199417114258,,,1412605752.96108,-20.5824489593506,,,
1415059221.65821,-20.3572216033936,,,1415059221.65821,-20.5846271514893,,,1415059221.65821,-20.5697631835938,,,
1417512690.35533,-20.3616981506348,,,1417512690.35533,-20.5493106842041,,,1417512690.35533,-20.5570755004883,,,
1419966159.05245,-20.3708515167236,,,1419966159.05245,-20.5258693695068,,,1419966159.05245,-20.5506210327148,,,
1422419627.74958,-20.3999290466309,,,1422419627.74958,-20.5530452728271,,,1422419627.74958,-20.5707397460938,,,
1424873096.4467,-20.4290084838867,,,1424873096.4467,-20.5802192687988,,,1424873096.4467,-20.5908603668213,,,
1427326565.14382,-20.4580879211426,,,1427326565.14382,-20.6073951721191,,,1427326565.14382,-20.6109790802002,,,
1429780033.84095,-20.4871654510498,,,1429780033.84095,-20.6345710754395,,,1429780033.84095,-20.6310977935791,,,
1432233502.53807,-20.5162448883057,,,1432233502.53807,-20.6617469787598,,,1432233502.53807,-20.651216506958,,,
1434686971.23519,-20.5248870849609,,,1434686971.23519,-20.6795425415039,,,1434686971.23519,-20.6624584197998,,,
1437140439.93232,-20.4809741973877,,,1437140439.93232,-20.6732177734375,,,1437140439.93232,-20.6508693695068,,,
1439593908.62944,-20.4370632171631,,,1439593908.62944,-20.6668930053711,,,1439593908.62944,-20.6392784118652,,,
1442047377.32657,-20.3931522369385,,,1442047377.32657,-20.6605682373047,,,1442047377.32657,-20.6276893615723,,,
1444500846.02369,-20.3492393493652,,,1444500846.02369,-20.6542453765869,,,1444500846.02369,-20.6161003112793,,,
1446954314.72081,-20.3053283691406,,,1446954314.72081,-20.6479206085205,,,1446954314.72081,-20.6045112609863,,,
1449407783.41794,-20.2722187042236,,,1449407783.41794,-20.6440887451172,,,1449407783.41794,-20.5984268188477,,,
1451861252.11506,-20.2575035095215,,,1451861252.11506,-20.6445026397705,,,1451861252.11506,-20.6017150878906,,,
1454314720.81218,-20.2427883148193,,,1454314720.81218,-20.6449165344238,,,1454314720.81218,-20.6050033569336,,,
1456768189.50931,-20.2280712127686,,,1456768189.50931,-20.6453304290771,,,1456768189.50931,-20.6082897186279,,,
1459221658.20643,-20.2133560180664,,,1459221658.20643,-20.6457443237305,,,1459221658.20643,-20.6115779876709,,,
1461675126.90355,-20.1986389160156,,,1461675126.90355,-20.6461582183838,,,1461675126.90355,-20.6148662567139,,,
1464128595.60068,-20.2074356079102,,,1464128595.60068,-20.6610546112061,,,1464128595.60068,-20.6298561096191,,,
1466582064.2978,-20.2438316345215,,,1466582064.2978,-20.6929531097412,,,1466582064.2978,-20.6585788726807,,,
1469035532.99492,-20.2802257537842,,,1469035532.99492,-20.724853515625,,,1469035532.99492,-20.6873035430908,,,
1471489001.69205,-20.3166217803955,,,1471489001.69205,-20.7567520141602,,,1471489001.69205,-20.716028213501,,,
1473942470.38917,-20.3530178070068,,,1473942470.38917,-20.7886505126953,,,1473942470.38917,-20.7447528839111,,,
1476395939.08629,-20.3894138336182,,,1476395939.08629,-20.8205490112305,,,1476395939.08629,-20.7734775543213,,,
1478849407.78342,-20.4200305938721,,,1478849407.78342,-20.8264236450195,,,1478849407.78342,-20.7973003387451,,,
1481302876.48054,-20.4459190368652,,,1481302876.48054,-20.8110065460205,,,1481302876.48054,-20.8171100616455,,,
1483756345.17767,-20.4718074798584,,,1483756345.17767,-20.7955894470215,,,1483756345.17767,-20.8369197845459,,,
1486209813.87479,-20.4976959228516,,,1486209813.87479,-20.7801704406738,,,1486209813.87479,-20.8567314147949,,,
1488663282.57191,-20.5235843658447,,,1488663282.57191,-20.7647533416748,,,1488663282.57191,-20.8765411376953,,,
1491116751.26904,-20.5494728088379,,,1491116751.26904,-20.7493362426758,,,1491116751.26904,-20.8963527679443,,,
1493570219.96616,-20.5524845123291,,,1493570219.96616,-20.7273597717285,,,1493570219.96616,-20.8982353210449,,,
1496023688.66328,-20.5426273345947,,,1496023688.66328,-20.7016925811768,,,1496023688.66328,-20.8900337219238,,,
1498477157.36041,-20.5327701568604,,,1498477157.36041,-20.676025390625,,,1498477157.36041,-20.8818321228027,,,
1500930626.05753,-20.5229148864746,,,1500930626.05753,-20.6503601074219,,,1500930626.05753,-20.8736305236816,,,
1503384094.75465,-20.5130577087402,,,1503384094.75465,-20.6246929168701,,,1503384094.75465,-20.8654289245605,,,
1505837563.45178,-20.5032005310059,,,1505837563.45178,-20.5990257263184,,,1505837563.45178,-20.8572273254395,,,
1508291032.1489,-20.4780807495117,,,1508291032.1489,-20.5760803222656,,,1508291032.1489,-20.8384971618652,,,
1510744500.84602,-20.4473152160645,,,1510744500.84602,-20.5541400909424,,,1510744500.84602,-20.8158721923828,,,
1513197969.54315,-20.4165496826172,,,1513197969.54315,-20.5322017669678,,,1513197969.54315,-20.7932453155518,,,
1515651438.24027,-20.3857841491699,,,1515651438.24027,-20.5102615356445,,,1515651438.24027,-20.7706203460693,,,
1518104906.93739,-20.3550186157227,,,1518104906.93739,-20.4883213043213,,,1518104906.93739,-20.7479953765869,,,
1520558375.63452,-20.3242511749268,,,1520558375.63452,-20.466381072998,,,1520558375.63452,-20.7253704071045,,,
1523011844.33164,-20.2906703948975,,,1523011844.33164,-20.4657897949219,,,1523011844.33164,-20.712703704834,,,
1525465313.02876,-20.2564716339111,,,1525465313.02876,-20.4698829650879,,,1525465313.02876,-20.7022228240967,,,
1527918781.72589,-20.2222709655762,,,1527918781.72589,-20.4739761352539,,,1527918781.72589,-20.6917400360107,,,
1530372250.42301,-20.1880722045898,,,1530372250.42301,-20.4780693054199,,,1530372250.42301,-20.6812591552734,,,
1532825719.12014,-20.1538715362549,,,1532825719.12014,-20.4821624755859,,,1532825719.12014,-20.6707782745361,,,
1535279187.81726,-20.1196727752686,,,1535279187.81726,-20.486255645752,,,1535279187.81726,-20.6602973937988,,,
1537732656.51438,-20.1449794769287,,,1537732656.51438,-20.5397186279297,,,1537732656.51438,-20.7048683166504,,,
1540186125.21151,-20.1761703491211,,,1540186125.21151,-20.5980644226074,,,1540186125.21151,-20.7548847198486,,,
1542639593.90863,-20.2073631286621,,,1542639593.90863,-20.6564102172852,,,1542639593.90863,-20.8048992156982,,,
1545093062.60575,-20.2385540008545,,,1545093062.60575,-20.7147560119629,,,1545093062.60575,-20.8549156188965,,,
1547546531.30288,-20.2697467803955,,,1547546531.30288,-20.7731018066406,,,1547546531.30288,-20.9049320220947,,,
1550000000,-20.3009376525879,,,1550000000,-20.8314476013184,,,1550000000,-20.954948425293,,,
1552453468.69712,-20.3434352874756,,,1552453468.69712,-20.8325576782227,,,1552453468.69712,-20.965705871582,,,
1554906937.39425,-20.3859310150146,,,1554906937.39425,-20.833667755127,,,1554906937.39425,-20.9764633178711,,,
1557360406.09137,-20.4284286499023,,,1557360406.09137,-20.8347778320313,,,1557360406.09137,-20.9872188568115,,,
1559813874.78849,-20.47092628479,,,1559813874.78849,-20.8358879089355,,,1559813874.78849,-20.9979763031006,,,
1562267343.48562,-20.5134239196777,,,1562267343.48562,-20.8369960784912,,,1562267343.48562,-21.0087337493896,,,
1564720812.18274,-20.5516662597656,,,1564720812.18274,-20.8368492126465,,,1564720812.18274,-21.0162868499756,,,
1567174280.87986,-20.5469017028809,,,1567174280.87986,-20.8239917755127,,,1567174280.87986,-20.9914493560791,,,
1569627749.57699,-20.5421371459961,,,1569627749.57699,-20.8111324310303,,,1569627749.57699,-20.9666118621826,,,
1572081218.27411,-20.5373706817627,,,1572081218.27411,-20.7982730865479,,,1572081218.27411,-20.9417743682861,,,
1574534686.97124,-20.5326061248779,,,1574534686.97124,-20.7854156494141,,,1574534686.97124,-20.916934967041,,,
1576988155.66836,-20.5278415679932,,,1576988155.66836,-20.7725563049316,,,1576988155.66836,-20.8920974731445,,,
1579441624.36548,-20.5195465087891,,,1579441624.36548,-20.7536201477051,,,1579441624.36548,-20.867115020752,,,
1581895093.06261,-20.495174407959,,,1581895093.06261,-20.7069988250732,,,1581895093.06261,-20.8414707183838,,,
1584348561.75973,-20.4708023071289,,,1584348561.75973,-20.66037940979,,,1584348561.75973,-20.8158283233643,,,
1586802030.45685,-20.4464282989502,,,1586802030.45685,-20.6137580871582,,,1586802030.45685,-20.7901840209961,,,
1589255499.15398,-20.4220561981201,,,1589255499.15398,-20.5671367645264,,,1589255499.15398,-20.7645416259766,,,
1591708967.8511,-20.39768409729,,,1591708967.8511,-20.5205154418945,,,1591708967.8511,-20.7388973236084,,,
1594162436.54822,-20.3703384399414,,,1594162436.54822,-20.4808101654053,,,1594162436.54822,-20.7109794616699,,,
1596615905.24535,-20.3349514007568,,,1596615905.24535,-20.4597988128662,,,1596615905.24535,-20.6769104003906,,,
1599069373.94247,-20.2995643615723,,,1599069373.94247,-20.4387874603271,,,1599069373.94247,-20.6428394317627,,,
1601522842.63959,-20.2641773223877,,,1601522842.63959,-20.4177742004395,,,1601522842.63959,-20.6087703704834,,,
1603976311.33672,-20.2287921905518,,,1603976311.33672,-20.3967628479004,,,1603976311.33672,-20.5746994018555,,,
1606429780.03384,-20.1934051513672,,,1606429780.03384,-20.3757514953613,,,1606429780.03384,-20.5406303405762,,,
1608883248.73096,-20.1792106628418,,,1608883248.73096,-20.3802852630615,,,1608883248.73096,-20.5362014770508,,,
1611336717.42809,-20.2026901245117,,,1611336717.42809,-20.4302310943604,,,1611336717.42809,-20.5844669342041,,,
1613790186.12521,-20.2261714935303,,,1613790186.12521,-20.4801750183105,,,1613790186.12521,-20.6327323913574,,,
1616243654.82234,-20.2496528625488,,,1616243654.82234,-20.5301208496094,,,1616243654.82234,-20.6809959411621,,,
1618697123.51946,-20.2731323242188,,,1618697123.51946,-20.5800666809082,,,1618697123.51946,-20.7292613983154,,,
1621150592.21658,-20.2966136932373,,,1621150592.21658,-20.630012512207,,,1621150592.21658,-20.7775268554688,,,
1623604060.91371,-20.3227100372314,,,1623604060.91371,-20.6775989532471,,,1623604060.91371,-20.8118839263916,,,
1626057529.61083,-20.3520011901855,,,1626057529.61083,-20.7223033905029,,,1626057529.61083,-20.8292388916016,,,
1628510998.30795,-20.3812923431396,,,1628510998.30795,-20.7670078277588,,,1628510998.30795,-20.8465938568115,,,
1630964467.00508,-20.4105834960938,,,1630964467.00508,-20.8117122650146,,,1630964467.00508,-20.8639488220215,,,
1633417935.7022,-20.4398746490479,,,1633417935.7022,-20.8564167022705,,,1633417935.7022,-20.8813037872314,,,
1635871404.39932,-20.469165802002,,,1635871404.39932,-20.9011211395264,,,1635871404.39932,-20.8986587524414,,,
1638324873.09645,-20.4787406921387,,,1638324873.09645,-20.9097995758057,,,1638324873.09645,-20.9008274078369,,,
1640778341.79357,-20.4715213775635,,,1640778341.79357,-20.8877906799316,,,1640778341.79357,-20.8900566101074,,,
1643231810.49069,-20.4643039703369,,,1643231810.49069,-20.8657817840576,,,1643231810.49069,-20.8792858123779,,,
1645685279.18782,-20.4570846557617,,,1645685279.18782,-20.8437728881836,,,1645685279.18782,-20.8685131072998,,,
1648138747.88494,-20.4498653411865,,,1648138747.88494,-20.8217639923096,,,1648138747.88494,-20.8577423095703,,,
1650592216.58206,-20.4426460266113,,,1650592216.58206,-20.7997531890869,,,1650592216.58206,-20.8469715118408,,,
1653045685.27919,-20.4528884887695,,,1653045685.27919,-20.7807960510254,,,1653045685.27919,-20.8453922271729,,,
1655499153.97631,-20.4733867645264,,,1655499153.97631,-20.7636318206787,,,1655499153.97631,-20.8492126464844,,,
1657952622.67343,-20.4938831329346,,,1657952622.67343,-20.7464656829834,,,1657952622.67343,-20.8530311584473,,,
1660406091.37056,-20.5143814086914,,,1660406091.37056,-20.7292995452881,,,1660406091.37056,-20.8568515777588,,,
1662859560.06768,-20.5348777770996,,,1662859560.06768,-20.7121353149414,,,1662859560.06768,-20.8606700897217,,,
1665313028.76481,-20.5553760528564,,,1665313028.76481,-20.6949691772461,,,1665313028.76481,-20.8644886016846,,,
1667766497.46193,-20.544979095459,,,1667766497.46193,-20.6744651794434,,,1667766497.46193,-20.8543434143066,,,
1670219966.15905,-20.5225696563721,,,1670219966.15905,-20.652660369873,,,1670219966.15905,-20.8387680053711,,,
1672673434.85618,-20.5001583099365,,,1672673434.85618,-20.6308574676514,,,1672673434.85618,-20.8231925964355,,,
1675126903.5533,-20.4777488708496,,,1675126903.5533,-20.6090545654297,,,1675126903.5533,-20.8076171875,,,
1677580372.25042,-20.4553375244141,,,1677580372.25042,-20.587251663208,,,1677580372.25042,-20.7920417785645,,,
1680033840.94755,-20.4329261779785,,,1680033840.94755,-20.5654487609863,,,1680033840.94755,-20.7764663696289,,,
1682487309.64467,-20.4650421142578,,,1682487309.64467,-20.6151542663574,,,1682487309.64467,-20.7962551116943,,,
1684940778.34179,-20.5099449157715,,,1684940778.34179,-20.6816349029541,,,1684940778.34179,-20.8243389129639,,,
1687394247.03892,-20.5548496246338,,,1687394247.03892,-20.7481155395508,,,1687394247.03892,-20.8524227142334,,,
1689847715.73604,-20.5997524261475,,,1689847715.73604,-20.8145942687988,,,1689847715.73604,-20.8805084228516,,,
1692301184.43316,-20.6446571350098,,,1692301184.43316,-20.8810749053955,,,1692301184.43316,-20.9085922241211,,,
1694754653.13029,-20.6895618438721,,,1694754653.13029,-20.9475555419922,,,1694754653.13029,-20.9366779327393,,,
1697208121.82741,-20.737232208252,,,1697208121.82741,-21.016040802002,,,1697208121.82741,-21.0080070495605,,,
1699661590.52453,-20.7852096557617,,,1699661590.52453,-21.0847511291504,,,1699661590.52453,-21.0841426849365,,,
1702115059.22166,-20.8331871032715,,,1702115059.22166,-21.1534595489502,,,1702115059.22166,-21.1602764129639,,,
1704568527.91878,-20.8811645507813,,,1704568527.91878,-21.2221698760986,,,1704568527.91878,-21.2364120483398,,,
1707021996.61591,-20.929141998291,,,1707021996.61591,-21.2908782958984,,,1707021996.61591,-21.3125457763672,,,
1709475465.31303,-20.9771194458008,,,1709475465.31303,-21.3595886230469,,,1709475465.31303,-21.3886814117432,,,
1711928934.01015,-21.0317497253418,,,1711928934.01015,-21.4045505523682,,,1711928934.01015,-21.4656085968018,,,
1714382402.70728,-21.0864448547363,,,1714382402.70728,-21.4492721557617,,,1714382402.70728,-21.5425434112549,,,
1716835871.4044,-21.1411418914795,,,1716835871.4044,-21.4939956665039,,,1716835871.4044,-21.619478225708,,,
1719289340.10152,-21.195837020874,,,1719289340.10152,-21.5387172698975,,,1719289340.10152,-21.6964130401611,,,
1721742808.79865,-21.2505340576172,,,1721742808.79865,-21.583438873291,,,1721742808.79865,-21.7733478546143,,,
1724196277.49577,-21.3054790496826,,,1724196277.49577,-21.6286773681641,,,1724196277.49577,-21.8482532501221,,,
1726649746.19289,-21.3632888793945,,,1726649746.19289,-21.6798400878906,,,1726649746.19289,-21.8998355865479,,,
1729103214.89002,-21.4211006164551,,,1729103214.89002,-21.7310009002686,,,1729103214.89002,-21.951416015625,,,
1731556683.58714,-21.4789123535156,,,1731556683.58714,-21.7821636199951,,,1731556683.58714,-22.0029964447021,,,
1734010152.28426,-21.5367221832275,,,1734010152.28426,-21.8333263397217,,,1734010152.28426,-22.0545787811279,,,
1736463620.98139,-21.5945339202881,,,1736463620.98139,-21.8844871520996,,,1736463620.98139,-22.1061592102051,,,
1738917089.67851,-21.6418914794922,,,1738917089.67851,-21.9170799255371,,,1738917089.67851,-22.1422290802002,,,
1741370558.37563,-21.6382083892822,,,1741370558.37563,-21.859001159668,,,1741370558.37563,-22.1025733947754,,,
1743824027.07276,-21.6345272064209,,,1743824027.07276,-21.8009243011475,,,1743824027.07276,-22.0629177093506,,,
1746277495.76988,-21.6308441162109,,,1746277495.76988,-21.742847442627,,,1746277495.76988,-22.0232601165771,,,
1748730964.46701,-21.6271629333496,,,1748730964.46701,-21.6847705841064,,,1748730964.46701,-21.9836044311523,,,
1751184433.16413,-21.6234817504883,,,1751184433.16413,-21.6266918182373,,,1751184433.16413,-21.9439487457275,,,
1753637901.86125,-21.6017932891846,,,1753637901.86125,-21.5697154998779,,,1753637901.86125,-21.9035873413086,,,
1756091370.55838,-21.5288581848145,,,1756091370.55838,-21.515869140625,,,1756091370.55838,-21.8612213134766,,,
1758544839.2555,-21.4559230804443,,,1758544839.2555,-21.4620227813721,,,1758544839.2555,-21.8188552856445,,,
1760998307.95262,-21.3829898834229,,,1760998307.95262,-21.4081764221191,,,1760998307.95262,-21.7764892578125,,,
1763451776.64975,-21.3100547790527,,,1763451776.64975,-21.3543300628662,,,1763451776.64975,-21.7341232299805,,,
1765905245.34687,-21.2371196746826,,,1765905245.34687,-21.3004837036133,,,1765905245.34687,-21.6917572021484,,,
1768358714.04399,-21.1774806976318,,,1768358714.04399,-21.263765335083,,,1768358714.04399,-21.6609020233154,,,
1770812182.74112,-21.1425304412842,,,1770812182.74112,-21.2588539123535,,,1770812182.74112,-21.6514225006104,,,
1773265651.43824,-21.1075801849365,,,1773265651.43824,-21.2539405822754,,,1773265651.43824,-21.6419429779053,,,
1775719120.13536,-21.0726318359375,,,1775719120.13536,-21.2490291595459,,,1775719120.13536,-21.6324634552002,,,
1778172588.83249,-21.0376815795898,,,1778172588.83249,-21.2441177368164,,,1778172588.83249,-21.6229858398438,,,
1780626057.52961,-21.0027313232422,,,1780626057.52961,-21.2392063140869,,,1780626057.52961,-21.6135063171387,,,
1783079526.22673,-20.9525871276855,,,1783079526.22673,-21.2221031188965,,,1783079526.22673,-21.5893955230713,,,
1785532994.92386,-20.8831043243408,,,1785532994.92386,-21.1894798278809,,,1785532994.92386,-21.5466632843018,,,
1787986463.62098,-20.8136215209961,,,1787986463.62098,-21.1568584442139,,,1787986463.62098,-21.5039329528809,,,
1790439932.3181,-20.7441368103027,,,1790439932.3181,-21.1242351531982,,,1790439932.3181,-21.4612007141113,,,
1792893401.01523,-20.674654006958,,,1792893401.01523,-21.0916137695313,,,1792893401.01523,-21.4184684753418,,,
1795346869.71235,-20.6051712036133,,,1795346869.71235,-21.0589923858643,,,1795346869.71235,-21.3757362365723,,,
1797800338.40948,-20.6257476806641,,,1797800338.40948,-21.1087131500244,,,1797800338.40948,-21.4075012207031,,,
1800253807.1066,-20.726188659668,,,1800253807.1066,-21.2314567565918,,,1800253807.1066,-21.5053291320801,,,
1802707275.80372,-20.8266296386719,,,1802707275.80372,-21.3542003631592,,,1802707275.80372,-21.603157043457,,,
1805160744.50085,-20.9270725250244,,,1805160744.50085,-21.4769439697266,,,1805160744.50085,-21.700984954834,,,
1807614213.19797,-21.0275135040283,,,1807614213.19797,-21.5996875762939,,,1807614213.19797,-21.7988128662109,,,
1810067681.89509,-21.1279544830322,,,1810067681.89509,-21.7224311828613,,,1810067681.89509,-21.8966407775879,,,
1812521150.59222,-21.2180519104004,,,1812521150.59222,-21.7889957427979,,,1812521150.59222,-21.9766654968262,,,
1814974619.28934,-21.3018074035645,,,1814974619.28934,-21.8211269378662,,,1814974619.28934,-22.0457801818848,,,
1817428087.98646,-21.3855628967285,,,1817428087.98646,-21.8532581329346,,,1817428087.98646,-22.1148948669434,,,
1819881556.68359,-21.4693202972412,,,1819881556.68359,-21.8853893280029,,,1819881556.68359,-22.184009552002,,,
1822335025.38071,-21.5530757904053,,,1822335025.38071,-21.9175205230713,,,1822335025.38071,-22.2531242370605,,,
1824788494.07783,-21.6368312835693,,,1824788494.07783,-21.9496517181396,,,1824788494.07783,-22.3222389221191,,,
1827241962.77496,-21.5754508972168,,,1827241962.77496,-21.8399295806885,,,1827241962.77496,-22.2392349243164,,,
