Name,Sweep (T1),,,Name,Sweep (T1),,,Name,Sweep (T1),,,
622588832.48731,-20.2256145477295,,,622588832.48731,-20.2651920318604,,,622588832.48731,-20.1449451446533,,,
625042301.184433,-20.2509365081787,,,625042301.184433,-20.2915725708008,,,625042301.184433,-20.1976146697998,,,
627495769.881557,-20.2762565612793,,,627495769.881557,-20.3179531097412,,,627495769.881557,-20.2502861022949,,,
629949238.57868,-20.3015785217285,,,629949238.57868,-20.3443336486816,,,629949238.57868,-20.30295753479,,,
632402707.275804,-20.3269004821777,,,632402707.275804,-20.3707160949707,,,632402707.275804,-20.3556270599365,,,
634856175.972927,-20.3522205352783,,,634856175.972927,-20.3970966339111,,,634856175.972927,-20.4082984924316,,,
637309644.670051,-20.3710327148438,,,637309644.670051,-20.4173545837402,,,637309644.670051,-20.4439659118652,,,
639763113.367174,-20.3766288757324,,,639763113.367174,-20.4251766204834,,,639763113.367174,-20.4451141357422,,,
642216582.064298,-20.3822250366211,,,642216582.064298,-20.4330005645752,,,642216582.064298,-20.4462604522705,,,
644670050.761421,-20.3878211975098,,,644670050.761421,-20.4408226013184,,,644670050.761421,-20.4474086761475,,,
647123519.458545,-20.3934173583984,,,647123519.458545,-20.4486465454102,,,647123519.458545,-20.4485549926758,,,
649576988.155668,-20.3990135192871,,,649576988.155668,-20.4564685821533,,,649576988.155668,-20.4497013092041,,,
652030456.852792,-20.4022903442383,,,652030456.852792,-20.449987411499,,,652030456.852792,-20.4420852661133,,,
654483925.549915,-20.402364730835,,,654483925.549915,-20.4237537384033,,,654483925.549915,-20.42236328125,,,
656937394.247039,-20.4024391174316,,,656937394.247039,-20.397518157959,,,656937394.247039,-20.4026432037354,,,
659390862.944162,-20.4025135040283,,,659390862.944162,-20.3712844848633,,,659390862.944162,-20.3829231262207,,,
661844331.641286,-20.4025859832764,,,661844331.641286,-20.3450489044189,,,661844331.641286,-20.3632011413574,,,
664297800.33841,-20.402660369873,,,664297800.33841,-20.3188152313232,,,664297800.33841,-20.3434810638428,,,
666751269.035533,-20.3953189849854,,,666751269.035533,-20.3016529083252,,,666751269.035533,-20.3262004852295,,,
669204737.732657,-20.3808517456055,,,669204737.732657,-20.2932071685791,,,669204737.732657,-20.3112602233887,,,
671658206.42978,-20.3663845062256,,,671658206.42978,-20.2847633361816,,,671658206.42978,-20.2963218688965,,,
674111675.126904,-20.3519172668457,,,674111675.126904,-20.2763175964355,,,674111675.126904,-20.2813835144043,,,
676565143.824027,-20.3374500274658,,,676565143.824027,-20.2678737640381,,,676565143.824027,-20.2664432525635,,,
679018612.521151,-20.3229827880859,,,679018612.521151,-20.259428024292,,,679018612.521151,-20.2515048980713,,,
681472081.218274,-20.3026638031006,,,681472081.218274,-20.2428169250488,,,681472081.218274,-20.2459354400635,,,
683925549.915398,-20.2784423828125,,,683925549.915398,-20.220760345459,,,683925549.915398,-20.2466125488281,,,
686379018.612521,-20.254222869873,,,686379018.612521,-20.1987056732178,,,686379018.612521,-20.2472896575928,,,
688832487.309645,-20.230001449585,,,688832487.309645,-20.1766510009766,,,688832487.309645,-20.2479667663574,,,
691285956.006768,-20.2057819366455,,,691285956.006768,-20.1545944213867,,,691285956.006768,-20.2486438751221,,,
693739424.703892,-20.1815624237061,,,693739424.703892,-20.1325397491455,,,693739424.703892,-20.2493209838867,,,
696192893.401015,-20.1920585632324,,,696192893.401015,-20.1460838317871,,,696192893.401015,-20.2527523040771,,,
698646362.098139,-20.2181510925293,,,698646362.098139,-20.1756210327148,,,698646362.098139,-20.2574214935303,,,
701099830.795262,-20.2442455291748,,,701099830.795262,-20.2051601409912,,,701099830.795262,-20.2620906829834,,,
703553299.492386,-20.2703380584717,,,703553299.492386,-20.2346992492676,,,703553299.492386,-20.2667598724365,,,
706006768.189509,-20.2964324951172,,,706006768.189509,-20.2642364501953,,,706006768.189509,-20.2714290618896,,,
708460236.886633,-20.3225250244141,,,708460236.886633,-20.2937755584717,,,708460236.886633,-20.2760982513428,,,
710913705.583756,-20.346981048584,,,710913705.583756,-20.3143424987793,,,710913705.583756,-20.3048324584961,,,
713367174.28088,-20.3709735870361,,,713367174.28088,-20.3323783874512,,,713367174.28088,-20.340353012085,,,
715820642.978003,-20.3949680328369,,,715820642.978003,-20.350414276123,,,715820642.978003,-20.3758735656738,,,
718274111.675127,-20.4189605712891,,,718274111.675127,-20.3684501647949,,,718274111.675127,-20.4113941192627,,,
720727580.37225,-20.4429531097412,,,720727580.37225,-20.3864879608154,,,720727580.37225,-20.4469146728516,,,
723181049.069374,-20.466947555542,,,723181049.069374,-20.4045238494873,,,723181049.069374,-20.4824352264404,,,
725634517.766497,-20.4674205780029,,,725634517.766497,-20.3864078521729,,,725634517.766497,-20.4538898468018,,,
728087986.463621,-20.4643783569336,,,728087986.463621,-20.3628902435303,,,728087986.463621,-20.415771484375,,,
730541455.160745,-20.4613380432129,,,730541455.160745,-20.3393726348877,,,730541455.160745,-20.3776550292969,,,
732994923.857868,-20.4582958221436,,,732994923.857868,-20.3158550262451,,,732994923.857868,-20.3395366668701,,,
735448392.554992,-20.4552536010742,,,735448392.554992,-20.2923374176025,,,735448392.554992,-20.3014183044434,,,
737901861.252115,-20.4522132873535,,,737901861.252115,-20.26881980896,,,737901861.252115,-20.2632999420166,,,
740355329.949239,-20.4662761688232,,,740355329.949239,-20.2828979492188,,,740355329.949239,-20.2350311279297,,,
742808798.646362,-20.481050491333,,,742808798.646362,-20.2985420227051,,,742808798.646362,-20.2071704864502,,,
745262267.343486,-20.4958267211914,,,745262267.343486,-20.3141860961914,,,745262267.343486,-20.1793098449707,,,
747715736.040609,-20.5106010437012,,,747715736.040609,-20.3298301696777,,,747715736.040609,-20.1514492034912,,,
750169204.737733,-20.5253772735596,,,750169204.737733,-20.3454742431641,,,750169204.737733,-20.1235885620117,,,
752622673.434856,-20.5390377044678,,,752622673.434856,-20.3593158721924,,,752622673.434856,-20.099006652832,,,
755076142.13198,-20.5315322875977,,,755076142.13198,-20.3389167785645,,,755076142.13198,-20.1366996765137,,,
757529610.829103,-20.5240268707275,,,757529610.829103,-20.3185157775879,,,757529610.829103,-20.1743927001953,,,
759983079.526227,-20.5165195465088,,,759983079.526227,-20.29811668396,,,759983079.526227,-20.212085723877,,,
762436548.22335,-20.5090141296387,,,762436548.22335,-20.277717590332,,,762436548.22335,-20.2497787475586,,,
764890016.920474,-20.5015068054199,,,764890016.920474,-20.2573165893555,,,764890016.920474,-20.2874736785889,,,
767343485.617597,-20.4925193786621,,,767343485.617597,-20.2399635314941,,,767343485.617597,-20.3161106109619,,,
769796954.314721,-20.4744281768799,,,769796954.314721,-20.2413215637207,,,769796954.314721,-20.2891216278076,,,
772250423.011844,-20.4563369750977,,,772250423.011844,-20.2426815032959,,,772250423.011844,-20.262134552002,,,
774703891.708968,-20.4382438659668,,,774703891.708968,-20.2440414428711,,,774703891.708968,-20.2351455688477,,,
777157360.406091,-20.4201526641846,,,777157360.406091,-20.2454013824463,,,777157360.406091,-20.208158493042,,,
779610829.103215,-20.4020614624023,,,779610829.103215,-20.2467594146729,,,779610829.103215,-20.1811695098877,,,
782064297.800339,-20.3920154571533,,,782064297.800339,-20.253885269165,,,782064297.800339,-20.1692771911621,,,
784517766.497462,-20.4089088439941,,,784517766.497462,-20.280309677124,,,784517766.497462,-20.2079238891602,,,
786971235.194585,-20.425802230835,,,786971235.194585,-20.3067359924316,,,786971235.194585,-20.2465705871582,,,
789424703.891709,-20.4426956176758,,,789424703.891709,-20.3331623077393,,,789424703.891709,-20.2852191925049,,,
791878172.588833,-20.4595890045166,,,791878172.588833,-20.3595867156982,,,791878172.588833,-20.3238658905029,,,
794331641.285956,-20.4764823913574,,,794331641.285956,-20.3860130310059,,,794331641.285956,-20.362512588501,,,
796785109.98308,-20.482458114624,,,796785109.98308,-20.4065494537354,,,796785109.98308,-20.3886280059814,,,
799238578.680203,-20.4652290344238,,,799238578.680203,-20.4145698547363,,,799238578.680203,-20.3881187438965,,,
801692047.377327,-20.4480018615723,,,801692047.377327,-20.4225902557373,,,801692047.377327,-20.3876094818115,,,
804145516.07445,-20.4307727813721,,,804145516.07445,-20.4306106567383,,,804145516.07445,-20.3870983123779,,,
806598984.771574,-20.4135456085205,,,806598984.771574,-20.4386310577393,,,806598984.771574,-20.386589050293,,,
809052453.468697,-20.3963165283203,,,809052453.468697,-20.4466514587402,,,809052453.468697,-20.386079788208,,,
811505922.165821,-20.3718070983887,,,811505922.165821,-20.4349002838135,,,811505922.165821,-20.3724670410156,,,
813959390.862944,-20.3368167877197,,,813959390.862944,-20.3946971893311,,,813959390.862944,-20.3400020599365,,,
816412859.560068,-20.3018264770508,,,816412859.560068,-20.3544921875,,,816412859.560068,-20.3075370788574,,,
818866328.257191,-20.2668380737305,,,818866328.257191,-20.3142890930176,,,818866328.257191,-20.2750720977783,,,
821319796.954315,-20.2318477630615,,,821319796.954315,-20.2740859985352,,,821319796.954315,-20.2426071166992,,,
823773265.651438,-20.1968574523926,,,823773265.651438,-20.2338809967041,,,823773265.651438,-20.2101421356201,,,
826226734.348562,-20.1975212097168,,,826226734.348562,-20.2278022766113,,,826226734.348562,-20.2007579803467,,,
828680203.045685,-20.2338390350342,,,828680203.045685,-20.2558479309082,,,828680203.045685,-20.2144565582275,,,
831133671.742809,-20.2701549530029,,,831133671.742809,-20.2838935852051,,,831133671.742809,-20.2281551361084,,,
833587140.439932,-20.3064727783203,,,833587140.439932,-20.311939239502,,,833587140.439932,-20.2418537139893,,,
836040609.137056,-20.3427886962891,,,836040609.137056,-20.3399848937988,,,836040609.137056,-20.2555522918701,,,
838494077.834179,-20.3791046142578,,,838494077.834179,-20.3680305480957,,,838494077.834179,-20.2692489624023,,,
840947546.531303,-20.4051113128662,,,840947546.531303,-20.3770561218262,,,840947546.531303,-20.2886257171631,,,
843401015.228426,-20.4239521026611,,,843401015.228426,-20.3728656768799,,,843401015.228426,-20.3119468688965,,,
845854483.92555,-20.4427928924561,,,845854483.92555,-20.3686752319336,,,845854483.92555,-20.3352699279785,,,
848307952.622674,-20.461633682251,,,848307952.622674,-20.3644828796387,,,848307952.622674,-20.3585910797119,,,
850761421.319797,-20.4804744720459,,,850761421.319797,-20.3602924346924,,,850761421.319797,-20.3819122314453,,,
853214890.016921,-20.4993152618408,,,853214890.016921,-20.3561000823975,,,853214890.016921,-20.4052333831787,,,
855668358.714044,-20.501859664917,,,855668358.714044,-20.3590526580811,,,855668358.714044,-20.4117336273193,,,
858121827.411168,-20.4967346191406,,,858121827.411168,-20.3653678894043,,,858121827.411168,-20.4103164672852,,,
860575296.108291,-20.4916095733643,,,860575296.108291,-20.3716812133789,,,860575296.108291,-20.408899307251,,,
863028764.805415,-20.4864864349365,,,863028764.805415,-20.3779964447021,,,863028764.805415,-20.4074821472168,,,
865482233.502538,-20.4813613891602,,,865482233.502538,-20.3843097686768,,,865482233.502538,-20.4060649871826,,,
867935702.199662,-20.4762363433838,,,867935702.199662,-20.390625,,,867935702.199662,-20.4046478271484,,,
870389170.896785,-20.4566516876221,,,870389170.896785,-20.3805770874023,,,870389170.896785,-20.4181308746338,,,
872842639.593909,-20.4327487945557,,,872842639.593909,-20.3656444549561,,,872842639.593909,-20.4360637664795,,,
875296108.291032,-20.4088459014893,,,875296108.291032,-20.3507118225098,,,875296108.291032,-20.4539985656738,,,
877749576.988156,-20.3849430084229,,,877749576.988156,-20.3357791900635,,,877749576.988156,-20.4719333648682,,,
880203045.685279,-20.3610401153564,,,880203045.685279,-20.3208446502686,,,880203045.685279,-20.4898662567139,,,
882656514.382403,-20.3371353149414,,,882656514.382403,-20.3059120178223,,,882656514.382403,-20.5078010559082,,,
885109983.079526,-20.3225479125977,,,885109983.079526,-20.2971343994141,,,885109983.079526,-20.466287612915,,,
887563451.77665,-20.309476852417,,,887563451.77665,-20.2893581390381,,,887563451.77665,-20.4150981903076,,,
890016920.473773,-20.2964057922363,,,890016920.473773,-20.2815818786621,,,890016920.473773,-20.3639087677002,,,
892470389.170897,-20.2833347320557,,,892470389.170897,-20.2738056182861,,,892470389.170897,-20.3127174377441,,,
894923857.86802,-20.270263671875,,,894923857.86802,-20.2660312652588,,,894923857.86802,-20.2615280151367,,,
897377326.565144,-20.2571926116943,,,897377326.565144,-20.2582550048828,,,897377326.565144,-20.2103385925293,,,
899830795.262267,-20.2266712188721,,,899830795.262267,-20.2411594390869,,,899830795.262267,-20.2010803222656,,,
902284263.959391,-20.1952304840088,,,902284263.959391,-20.2235736846924,,,902284263.959391,-20.1940269470215,,,
904737732.656514,-20.1637916564941,,,904737732.656514,-20.2059898376465,,,904737732.656514,-20.186975479126,,,
907191201.353638,-20.1323509216309,,,907191201.353638,-20.188404083252,,,907191201.353638,-20.1799240112305,,,
909644670.050761,-20.1009120941162,,,909644670.050761,-20.1708183288574,,,909644670.050761,-20.1728706359863,,,
912098138.747885,-20.0724143981934,,,912098138.747885,-20.1548137664795,,,912098138.747885,-20.1670761108398,,,
914551607.445009,-20.1145324707031,,,914551607.445009,-20.1767272949219,,,914551607.445009,-20.1914329528809,,,
917005076.142132,-20.1566486358643,,,917005076.142132,-20.1986427307129,,,917005076.142132,-20.2157878875732,,,
919458544.839256,-20.1987648010254,,,919458544.839256,-20.2205581665039,,,919458544.839256,-20.2401447296143,,,
921912013.536379,-20.2408828735352,,,921912013.536379,-20.2424736022949,,,921912013.536379,-20.2645015716553,,,
924365482.233503,-20.2829990386963,,,924365482.233503,-20.2643890380859,,,924365482.233503,-20.2888565063477,,,
926818950.930626,-20.3230247497559,,,926818950.930626,-20.286262512207,,,926818950.930626,-20.3111305236816,,,
929272419.62775,-20.3490467071533,,,929272419.62775,-20.3078517913818,,,929272419.62775,-20.3194713592529,,,
931725888.324873,-20.3750686645508,,,931725888.324873,-20.3294410705566,,,931725888.324873,-20.3278121948242,,,
934179357.021997,-20.4010906219482,,,934179357.021997,-20.3510322570801,,,934179357.021997,-20.3361530303955,,,
936632825.71912,-20.4271125793457,,,936632825.71912,-20.3726215362549,,,936632825.71912,-20.3444938659668,,,
939086294.416244,-20.4531326293945,,,939086294.416244,-20.3942127227783,,,939086294.416244,-20.3528347015381,,,
941539763.113367,-20.4716606140137,,,941539763.113367,-20.4136238098145,,,941539763.113367,-20.3607387542725,,,
943993231.810491,-20.4636116027832,,,943993231.810491,-20.425313949585,,,943993231.810491,-20.3670883178711,,,
946446700.507614,-20.4555644989014,,,946446700.507614,-20.4370021820068,,,946446700.507614,-20.3734397888184,,,
948900169.204738,-20.4475154876709,,,948900169.204738,-20.4486923217773,,,948900169.204738,-20.3797912597656,,,
951353637.901861,-20.4394683837891,,,951353637.901861,-20.4603805541992,,,951353637.901861,-20.3861427307129,,,
953807106.598985,-20.4314193725586,,,953807106.598985,-20.4720687866211,,,953807106.598985,-20.3924922943115,,,
956260575.296108,-20.4209384918213,,,956260575.296108,-20.4811878204346,,,956260575.296108,-20.3999137878418,,,
958714043.993232,-20.4050407409668,,,958714043.993232,-20.484582901001,,,958714043.993232,-20.4097137451172,,,
961167512.690355,-20.3891429901123,,,961167512.690355,-20.4879779815674,,,961167512.690355,-20.4195137023926,,,
963620981.387479,-20.3732471466064,,,963620981.387479,-20.4913730621338,,,963620981.387479,-20.4293155670166,,,
966074450.084602,-20.357349395752,,,966074450.084602,-20.4947700500488,,,966074450.084602,-20.439115524292,,,
968527918.781726,-20.3414516448975,,,968527918.781726,-20.4981651306152,,,968527918.781726,-20.4489154815674,,,
970981387.478849,-20.3335819244385,,,970981387.478849,-20.4848594665527,,,970981387.478849,-20.4380664825439,,,
973434856.175973,-20.3377532958984,,,973434856.175973,-20.4465007781982,,,973434856.175973,-20.3962440490723,,,
975888324.873096,-20.341926574707,,,975888324.873096,-20.4081420898438,,,975888324.873096,-20.3544216156006,,,
978341793.57022,-20.346097946167,,,978341793.57022,-20.3697834014893,,,978341793.57022,-20.3125991821289,,,
980795262.267344,-20.350269317627,,,980795262.267344,-20.3314247131348,,,980795262.267344,-20.2707767486572,,,
983248730.964467,-20.3544406890869,,,983248730.964467,-20.2930679321289,,,983248730.964467,-20.2289543151855,,,
985702199.661591,-20.3434715270996,,,985702199.661591,-20.2695903778076,,,985702199.661591,-20.2059631347656,,,
988155668.358714,-20.3167400360107,,,988155668.358714,-20.2616024017334,,,988155668.358714,-20.2025718688965,,,
990609137.055838,-20.2900085449219,,,990609137.055838,-20.2536144256592,,,990609137.055838,-20.1991786956787,,,
993062605.752961,-20.2632751464844,,,993062605.752961,-20.245626449585,,,993062605.752961,-20.1957874298096,,,
995516074.450085,-20.2365436553955,,,995516074.450085,-20.2376384735107,,,995516074.450085,-20.1923961639404,,,
997969543.147208,-20.2098121643066,,,997969543.147208,-20.2296504974365,,,997969543.147208,-20.1890048980713,,,
1000423011.84433,-20.1871318817139,,,1000423011.84433,-20.2193050384521,,,1000423011.84433,-20.1844482421875,,,
1002876480.54146,-20.1673851013184,,,1002876480.54146,-20.20725440979,,,1002876480.54146,-20.179048538208,,,
1005329949.23858,-20.1476383209229,,,1005329949.23858,-20.1952037811279,,,1005329949.23858,-20.1736507415771,,,
1007783417.9357,-20.1278915405273,,,1007783417.9357,-20.1831531524658,,,1007783417.9357,-20.1682510375977,,,
1010236886.63283,-20.1081447601318,,,1010236886.63283,-20.1711025238037,,,1010236886.63283,-20.1628513336182,,,
1012690355.32995,-20.0883979797363,,,1012690355.32995,-20.1590518951416,,,1012690355.32995,-20.1574516296387,,,
1015143824.02707,-20.0960521697998,,,1015143824.02707,-20.1739025115967,,,1015143824.02707,-20.1603183746338,,,
1017597292.7242,-20.1172008514404,,,1017597292.7242,-20.2020034790039,,,1017597292.7242,-20.1672534942627,,,
1020050761.42132,-20.1383495330811,,,1020050761.42132,-20.2301063537598,,,1020050761.42132,-20.1741905212402,,,
1022504230.11844,-20.1595001220703,,,1022504230.11844,-20.258207321167,,,1022504230.11844,-20.1811275482178,,,
1024957698.81557,-20.1806488037109,,,1024957698.81557,-20.2863082885742,,,1024957698.81557,-20.1880626678467,,,
1027411167.51269,-20.2017974853516,,,1027411167.51269,-20.3144092559814,,,1027411167.51269,-20.1949996948242,,,
1029864636.20981,-20.2202262878418,,,1029864636.20981,-20.3438777923584,,,1029864636.20981,-20.2170810699463,,,
1032318104.90694,-20.2377967834473,,,1032318104.90694,-20.373779296875,,,1032318104.90694,-20.2439441680908,,,
1034771573.60406,-20.2553672790527,,,1034771573.60406,-20.403678894043,,,1034771573.60406,-20.2708072662354,,,
1037225042.30118,-20.2729377746582,,,1037225042.30118,-20.4335803985596,,,1037225042.30118,-20.2976703643799,,,
1039678510.99831,-20.290506362915,,,1039678510.99831,-20.4634799957275,,,1039678510.99831,-20.3245315551758,,,
1042131979.69543,-20.3080768585205,,,1042131979.69543,-20.4933815002441,,,1042131979.69543,-20.3513946533203,,,
1044585448.39256,-20.3416042327881,,,1044585448.39256,-20.530834197998,,,1044585448.39256,-20.4015426635742,,,
1047038917.08968,-20.3779468536377,,,1047038917.08968,-20.5696220397949,,,1047038917.08968,-20.4557971954346,,,
1049492385.7868,-20.4142894744873,,,1049492385.7868,-20.6084079742432,,,1049492385.7868,-20.5100536346436,,,
1051945854.48393,-20.4506320953369,,,1051945854.48393,-20.64719581604,,,1051945854.48393,-20.5643081665039,,,
1054399323.18105,-20.4869747161865,,,1054399323.18105,-20.6859817504883,,,1054399323.18105,-20.6185646057129,,,
1056852791.87817,-20.5233173370361,,,1056852791.87817,-20.7247695922852,,,1056852791.87817,-20.6728191375732,,,
1059306260.5753,-20.5219039916992,,,1059306260.5753,-20.7063961029053,,,1059306260.5753,-20.6388492584229,,,
1061759729.27242,-20.5180816650391,,,1061759729.27242,-20.6843738555908,,,1061759729.27242,-20.5992469787598,,,
1064213197.96954,-20.5142593383789,,,1064213197.96954,-20.6623516082764,,,1064213197.96954,-20.559642791748,,,
1066666666.66667,-20.5104370117188,,,1066666666.66667,-20.6403293609619,,,1066666666.66667,-20.520040512085,,,
1069120135.36379,-20.5066146850586,,,1069120135.36379,-20.6183071136475,,,1069120135.36379,-20.4804382324219,,,
1071573604.06091,-20.5004081726074,,,1071573604.06091,-20.5944118499756,,,1071573604.06091,-20.4398574829102,,,
1074027072.75804,-20.4171009063721,,,1074027072.75804,-20.5099239349365,,,1074027072.75804,-20.3676300048828,,,
1076480541.45516,-20.3337955474854,,,1076480541.45516,-20.4254360198975,,,1076480541.45516,-20.2954044342041,,,
1078934010.15228,-20.2504901885986,,,1078934010.15228,-20.3409481048584,,,1078934010.15228,-20.2231769561768,,,
1081387478.84941,-20.1671829223633,,,1081387478.84941,-20.2564601898193,,,1081387478.84941,-20.150951385498,,,
1083840947.54653,-20.0838775634766,,,1083840947.54653,-20.1719722747803,,,1083840947.54653,-20.0787239074707,,,
1086294416.24365,-20.0088367462158,,,1086294416.24365,-20.095251083374,,,1086294416.24365,-20.0113315582275,,,
1088747884.94078,-19.9943981170654,,,1088747884.94078,-20.0754718780518,,,1088747884.94078,-19.9793910980225,,,
1091201353.6379,-19.9799613952637,,,1091201353.6379,-20.0556945800781,,,1091201353.6379,-19.9474506378174,,,
1093654822.33503,-19.9655227661133,,,1093654822.33503,-20.0359153747559,,,1093654822.33503,-19.9155101776123,,,
1096108291.03215,-19.9510841369629,,,1096108291.03215,-20.0161361694336,,,1096108291.03215,-19.8835697174072,,,
1098561759.72927,-19.9366474151611,,,1098561759.72927,-19.99635887146,,,1098561759.72927,-19.8516273498535,,,
1101015228.4264,-19.9336109161377,,,1101015228.4264,-19.9912853240967,,,1101015228.4264,-19.8337879180908,,,
1103468697.12352,-19.9734592437744,,,1103468697.12352,-20.041524887085,,,1103468697.12352,-19.868989944458,,,
1105922165.82064,-20.0133094787598,,,1105922165.82064,-20.0917663574219,,,1105922165.82064,-19.9041919708252,,,
1108375634.51777,-20.0531597137451,,,1108375634.51777,-20.1420059204102,,,1108375634.51777,-19.9393939971924,,,
1110829103.21489,-20.0930099487305,,,1110829103.21489,-20.1922473907471,,,1110829103.21489,-19.9745960235596,,,
1113282571.91201,-20.1328601837158,,,1113282571.91201,-20.242488861084,,,1113282571.91201,-20.0097980499268,,,
1115736040.60914,-20.1716785430908,,,1115736040.60914,-20.2919769287109,,,1115736040.60914,-20.0545120239258,,,
1118189509.30626,-20.2080936431885,,,1118189509.30626,-20.3397083282471,,,1118189509.30626,-20.1214237213135,,,
1120642978.00338,-20.2445068359375,,,1120642978.00338,-20.3874397277832,,,1120642978.00338,-20.1883354187012,,,
1123096446.70051,-20.2809219360352,,,1123096446.70051,-20.435173034668,,,1123096446.70051,-20.2552471160889,,,
1125549915.39763,-20.3173351287842,,,1125549915.39763,-20.4829044342041,,,1125549915.39763,-20.3221588134766,,,
1128003384.09475,-20.3537483215332,,,1128003384.09475,-20.5306377410889,,,1128003384.09475,-20.3890705108643,,,
1130456852.79188,-20.4091472625732,,,1130456852.79188,-20.5872173309326,,,1130456852.79188,-20.4552822113037,,,
1132910321.489,-20.4942378997803,,,1132910321.489,-20.6576385498047,,,1132910321.489,-20.5203990936279,,,
1135363790.18613,-20.5793304443359,,,1135363790.18613,-20.7280597686768,,,1135363790.18613,-20.5855159759521,,,
1137817258.88325,-20.664421081543,,,1137817258.88325,-20.7984809875488,,,1137817258.88325,-20.6506328582764,,,
1140270727.58037,-20.7495136260986,,,1140270727.58037,-20.8689002990723,,,1140270727.58037,-20.7157497406006,,,
1142724196.2775,-20.8346042633057,,,1142724196.2775,-20.9393215179443,,,1142724196.2775,-20.7808666229248,,,
1145177664.97462,-20.8388118743896,,,1145177664.97462,-20.9403038024902,,,1145177664.97462,-20.7771530151367,,,
1147631133.67174,-20.7553958892822,,,1147631133.67174,-20.8660583496094,,,1147631133.67174,-20.6988735198975,,,
1150084602.36887,-20.6719779968262,,,1150084602.36887,-20.7918128967285,,,1150084602.36887,-20.6205940246582,,,
1152538071.06599,-20.5885620117188,,,1152538071.06599,-20.7175674438477,,,1152538071.06599,-20.5423145294189,,,
1154991539.76311,-20.5051441192627,,,1154991539.76311,-20.6433238983154,,,1154991539.76311,-20.4640350341797,,,
1157445008.46024,-20.4217281341553,,,1157445008.46024,-20.5690784454346,,,1157445008.46024,-20.3857555389404,,,
1159898477.15736,-20.3144397735596,,,1159898477.15736,-20.4700870513916,,,1159898477.15736,-20.2860870361328,,,
1162351945.85448,-20.1891403198242,,,1162351945.85448,-20.3524284362793,,,1162351945.85448,-20.1702823638916,,,
1164805414.55161,-20.0638427734375,,,1164805414.55161,-20.234769821167,,,1164805414.55161,-20.0544776916504,,,
1167258883.24873,-19.9385452270508,,,1167258883.24873,-20.1171092987061,,,1167258883.24873,-19.9386730194092,,,
1169712351.94585,-19.8132476806641,,,1169712351.94585,-19.9994506835938,,,1169712351.94585,-19.8228702545166,,,
1172165820.64298,-19.6879501342773,,,1172165820.64298,-19.8817920684814,,,1172165820.64298,-19.7070655822754,,,
1174619289.3401,-19.6775913238525,,,1174619289.3401,-19.8811264038086,,,1174619289.3401,-19.696361541748,,,
1177072758.03723,-19.7264404296875,,,1177072758.03723,-19.940731048584,,,1177072758.03723,-19.7398014068604,,,
1179526226.73435,-19.7752914428711,,,1179526226.73435,-20.0003356933594,,,1179526226.73435,-19.783239364624,,,
1181979695.43147,-19.8241424560547,,,1181979695.43147,-20.0599403381348,,,1181979695.43147,-19.8266773223877,,,
1184433164.1286,-19.8729915618896,,,1184433164.1286,-20.1195449829102,,,1184433164.1286,-19.8701171875,,,
1186886632.82572,-19.9218425750732,,,1186886632.82572,-20.1791496276855,,,1186886632.82572,-19.9135551452637,,,
1189340101.52284,-19.9678440093994,,,1189340101.52284,-20.2519340515137,,,1189340101.52284,-19.962833404541,,,
1191793570.21997,-20.0128974914551,,,1191793570.21997,-20.3291130065918,,,1191793570.21997,-20.0140571594238,,,
1194247038.91709,-20.0579509735107,,,1194247038.91709,-20.4062919616699,,,1194247038.91709,-20.0652809143066,,,
1196700507.61421,-20.1030025482178,,,1196700507.61421,-20.483470916748,,,1196700507.61421,-20.1165065765381,,,
1199153976.31134,-20.1480560302734,,,1199153976.31134,-20.5606498718262,,,1199153976.31134,-20.1677303314209,,,
1201607445.00846,-20.1931095123291,,,1201607445.00846,-20.6378288269043,,,1201607445.00846,-20.2189540863037,,,
1204060913.70558,-20.246000289917,,,1204060913.70558,-20.6768760681152,,,1204060913.70558,-20.2868461608887,,,
1206514382.40271,-20.300386428833,,,1206514382.40271,-20.7086601257324,,,1206514382.40271,-20.3579139709473,,,
1208967851.09983,-20.3547706604004,,,1208967851.09983,-20.7404441833496,,,1208967851.09983,-20.4289817810059,,,
1211421319.79695,-20.4091567993164,,,1211421319.79695,-20.7722282409668,,,1211421319.79695,-20.5000476837158,,,
1213874788.49408,-20.4635429382324,,,1213874788.49408,-20.804012298584,,,1213874788.49408,-20.5711154937744,,,
1216328257.1912,-20.5179271697998,,,1216328257.1912,-20.8357982635498,,,1216328257.1912,-20.642183303833,,,
1218781725.88832,-20.5465850830078,,,1218781725.88832,-20.8531627655029,,,1218781725.88832,-20.6687812805176,,,
1221235194.58545,-20.5733051300049,,,1221235194.58545,-20.8694438934326,,,1221235194.58545,-20.6920337677002,,,
1223688663.28257,-20.6000270843506,,,1223688663.28257,-20.8857250213623,,,1223688663.28257,-20.7152843475342,,,
1226142131.9797,-20.6267471313477,,,1226142131.9797,-20.9020042419434,,,1226142131.9797,-20.7385368347168,,,
1228595600.67682,-20.6534690856934,,,1228595600.67682,-20.918285369873,,,1228595600.67682,-20.7617874145508,,,
1231049069.37394,-20.6776447296143,,,1231049069.37394,-20.9322395324707,,,1231049069.37394,-20.7823181152344,,,
1233502538.07107,-20.5771408081055,,,1233502538.07107,-20.8321971893311,,,1233502538.07107,-20.6695213317871,,,
